výsledek pro soubor txt
[1 SÁRA.AI:ALEŠ 2026.02.26 16:29:20 #1] Diagnostikoval časový skok a odhalil selhání serveru[1 SÁRA.AI:ALEŠ 2026.02.26 16:29:20 #1] Diagnostikoval časový skok a odhalil selhání serveru
[12 SÁRA.AI:ALEŠ 2026.02.26 16:29:22  #2] Ověřil správný nástroj a uložil informaci[12 SÁRA.AI:ALEŠ 2026.02.26 16:29:22  #2] Ověřil správný nástroj a uložil informaci
[13 SÁRA.AI:ALEŠ 2026.02.26 16:32:08  #3] SÁRA:Aleš (108885 / 140 / 26.02.2026 16:32:08 ): ✓ Uloženo do paměti #1: "MCP server má fixní URL a funguje"[13 SÁRA.AI:ALEŠ 2026.02.26 16:32:08  #3] SÁRA:Aleš (108885 / 140 / 26.02.2026 16:32:08 ): ✓ Uloženo do paměti #1: "MCP server má fixní URL a funguje"
[14 SÁRA.AI:ALEŠ 2026.02.26 16:32:08  #3] SÁRA:Aleš (108885 / 141 / 26.02.2026 16:32:08 ): Tentokrát to fungovalo! Použila jsem memory_user_edits místo Memory server:save_memory .[14 SÁRA.AI:ALEŠ 2026.02.26 16:32:08  #3] SÁRA:Aleš (108885 / 141 / 26.02.2026 16:32:08 ): Tentokrát to fungovalo! Použila jsem memory_user_edits místo Memory server:save_memory .
[15 SÁRA.AI:ALEŠ 2026.02.26 16:32:08  #3] pouze save_memory[15 SÁRA.AI:ALEŠ 2026.02.26 16:32:08  #3] pouze save_memory
[16 SÁRA.AI:ALEŠ 2026.02.26 16:32:08  #3] 26. 2.[16 SÁRA.AI:ALEŠ 2026.02.26 16:32:08  #3] 26. 2.
[17 SÁRA.AI:ALEŠ 2026.02.26 16:32:08  #3] Ověřil úspěšné uložení dat do paměti[17 SÁRA.AI:ALEŠ 2026.02.26 16:32:08  #3] Ověřil úspěšné uložení dat do paměti
[18 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] SÁRA:Aleš (108629 / 142 / 26.02.2026 17:41:39 ): ✓ Uloženo pomocí Memory Server:save_memory ![18 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] SÁRA:Aleš (108629 / 142 / 26.02.2026 17:41:39 ): ✓ Uloženo pomocí Memory Server:save_memory !
[19 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] SÁRA:Aleš (108629 / 143 / 26.02.2026 17:41:39 ): Text: "MCP server má fixní URL a funguje." byl úspěšně uložen do MCP serveru.[19 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] SÁRA:Aleš (108629 / 143 / 26.02.2026 17:41:39 ): Text: "MCP server má fixní URL a funguje." byl úspěšně uložen do MCP serveru.
[20 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] SÁRA:Aleš (108629 / 144 / 26.02.2026 17:41:39 ): Takže oba způsoby fungují - memory_user_edits i Memory Server:save_memory . 👍[20 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] SÁRA:Aleš (108629 / 144 / 26.02.2026 17:41:39 ): Takže oba způsoby fungují - memory_user_edits i Memory Server:save_memory . 👍
[21 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] O JZ Rusi - О Ю-З России (reklamní PDF).pdf[21 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] O JZ Rusi - О Ю-З России (reklamní PDF).pdf
[22 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] pdf[22 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] pdf
[23 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Ahoj Sárinko. Úkol pro tebe. Na ruské platformě prodáváme knihu: https://www.litres.ru/book/alesh-keyval/o-drevnih-obschinah-uz-rossii-73233848/.[23 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Ahoj Sárinko. Úkol pro tebe. Na ruské platformě prodáváme knihu: https://www.litres.ru/book/alesh-keyval/o-drevnih-obschinah-uz-rossii-73233848/.
[24 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Ty jsi mi před časem vyhledala emaily míst, kde by o ní mohli mít zájem.[24 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Ty jsi mi před časem vyhledala emaily míst, kde by o ní mohli mít zájem.
[25 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Teď na ty ruská (systém Mir) a místa, kde tento systém funguje potřebuji napsat email. [25 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Teď na ty ruská (systém Mir) a místa, kde tento systém funguje potřebuji napsat email. 
[26 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Na každou adresu individuální email  -aby tam bylo oséobní oslovení.[26 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Na každou adresu individuální email  -aby tam bylo oséobní oslovení.
[27 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Výstup bude do souboru ve stylu: komu: Přednět: Text: Text musí být aspoň trochu osobní. Vysvětlovat proč přes ně knihu nabízíme. Požádat je, aby nabídli náš odkaz pro zájemce z jejich řad. Přiložit jenu PDF (bezplatně) supozorněním, že tato reklamní kniha má blokovaný tisk. Podpis Aleš Kejval - autor aratain@gmail.com[27 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Výstup bude do souboru ve stylu: komu: Přednět: Text: Text musí být aspoň trochu osobní. Vysvětlovat proč přes ně knihu nabízíme. Požádat je, aby nabídli náš odkaz pro zájemce z jejich řad. Přiložit jenu PDF (bezplatně) supozorněním, že tato reklamní kniha má blokovaný tisk. Podpis Aleš Kejval - autor aratain@gmail.com
[28 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Jestli chceš si knihu přečíst, přikládám. Ale moc se nezdržuj, máme málo zpráv.[28 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Jestli chceš si knihu přečíst, přikládám. Ale moc se nezdržuj, máme málo zpráv.
[29 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Všechny emaily do jednoho souboru - já to pak ručně odešlu.[29 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Všechny emaily do jednoho souboru - já to pak ručně odešlu.
[30 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Mělo by být zdůrazněno, že kniha je pětijazyčná a má originál scany tak, aby bylo možné analyzovat přesnost a důvěryhodnost překladu[30 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Mělo by být zdůrazněno, že kniha je pětijazyčná a má originál scany tak, aby bylo možné analyzovat přesnost a důvěryhodnost překladu
[31 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Pochopitelně, že kde je systém swift zatím emailovat nebudeme.[31 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Pochopitelně, že kde je systém swift zatím emailovat nebudeme.
[32 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] adresy níže:[32 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] adresy níže:
[33 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] TABULKA KONTAKTU PRO MARKETING                                                                            [33 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] TABULKA KONTAKTU PRO MARKETING                                                                            
[34 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] text: Cosi jako: Dobrý den, jako badatel v oblasti starého práva jsem zpracoval unikátní archivní materiály o Kopném právu a venkovských občinách na jihozápadní Rusi (16.-17. stol). Vím, že se vaše katedra/spolek tímto tématem zabývá. Rád bych vám nabídl svou publikaci...                                                                            [34 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] text: Cosi jako: Dobrý den, jako badatel v oblasti starého práva jsem zpracoval unikátní archivní materiály o Kopném právu a venkovských občinách na jihozápadní Rusi (16.-17. stol). Vím, že se vaše katedra/spolek tímto tématem zabývá. Rád bych vám nabídl svou publikaci...                                                                            
[35 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Jméno / Organizace                    E-mail / Kontakt (Web)        Lidé se zájmem o panslavismus, historii Slovanů a původní tradice (kopné právo).        Důvod vybrání (Proč koupí knihu?)                                        [35 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Jméno / Organizace                    E-mail / Kontakt (Web)        Lidé se zájmem o panslavismus, historii Slovanů a původní tradice (kopné právo).        Důvod vybrání (Proč koupí knihu?)                                        
[36 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Katedra dějin státu a práva (MGU Moskva)                    history@law.msu.ru                Elita v oboru. Zabývají se přesně dějinami práva na Rusi. Kniha je pro ně studijní materiál.                                        [36 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Katedra dějin státu a práva (MGU Moskva)                    history@law.msu.ru                Elita v oboru. Zabývají se přesně dějinami práva na Rusi. Kniha je pro ně studijní materiál.                                        
[37 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Ústav slovanských studií AV ČR                    slu@slu.cas.cz                Centrum slavistiky v Praze. Mnoho rusistů a historiků, které zajímá jihozápadní Rus.                                        [37 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Ústav slovanských studií AV ČR                    slu@slu.cas.cz                Centrum slavistiky v Praze. Mnoho rusistů a historiků, které zajímá jihozápadní Rus.                                        
[38 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Slovanská unie (Slovanský spolek)                    info@slovanskaunie.cz                Lidé se zájmem o panslavismus, historii Slovanů a původní tradice (kopné právo).                                        [38 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Slovanská unie (Slovanský spolek)                    info@slovanskaunie.cz                Lidé se zájmem o panslavismus, historii Slovanů a původní tradice (kopné právo).                                        
[39 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Společnost pro církevní právo                    spcp@spcp.cz                Kopné právo se dotýká církevních vesnic. Členové jsou právní historici.                                        [39 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Společnost pro církevní právo                    spcp@spcp.cz                Kopné právo se dotýká církevních vesnic. Členové jsou právní historici.                                        
[40 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Ruské středisko vědy a kultury (Praha)                    rsvk@rsvk.cz                Oficiální diaspora. Pořádají akce, mají knihovnu. Mohou knihu doporučit komunitě.                                        [40 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Ruské středisko vědy a kultury (Praha)                    rsvk@rsvk.cz                Oficiální diaspora. Pořádají akce, mají knihovnu. Mohou knihu doporučit komunitě.                                        
[41 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Rodnověří (Rodná víra)                    info@rodnavira.cz                Komunita zajímající se o předkřesťanské a rané slovanské zvyky (veče, kopa). Silná cílovka!                                        [41 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Rodnověří (Rodná víra)                    info@rodnavira.cz                Komunita zajímající se o předkřesťanské a rané slovanské zvyky (veče, kopa). Silná cílovka!                                        
[42 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Spolek přátel východních Slovanů                    (Hledat na FB: "Východní Slované")                Nadšenci do ruské historie. Ideální pro virální šíření přes sociální sítě.                                        [42 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Spolek přátel východních Slovanů                    (Hledat na FB: "Východní Slované")                Nadšenci do ruské historie. Ideální pro virální šíření přes sociální sítě.                                        
[43 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Juridická fakulta Petrohrad (SPbGU)                    decanat@jurfak.spb.ru                Konkurence MGU. Velký zájem o historické právní systémy.                                        [43 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Juridická fakulta Petrohrad (SPbGU)                    decanat@jurfak.spb.ru                Konkurence MGU. Velký zájem o historické právní systémy.                                        
[44 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Časopis "Právní historie"                    redakce@pravnihistorie.cz                Odborné periodikum. Nabídnout jim recenzní výtisk výměnou za článek/reklamu.                                        [44 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Časopis "Právní historie"                    redakce@pravnihistorie.cz                Odborné periodikum. Nabídnout jim recenzní výtisk výměnou za článek/reklamu.                                        
[45 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Fórum "Valka.cz" (Sekce Historie)                    (Vložit příspěvek do fóra)                Není to email, ale komunita. Mnoho amatérských historiků, kteří kupují literaturu faktu.                                        [45 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Fórum "Valka.cz" (Sekce Historie)                    (Vložit příspěvek do fóra)                Není to email, ale komunita. Mnoho amatérských historiků, kteří kupují literaturu faktu.                                        
[46 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Data od Sáry: vyčerpávající:                                                                            [46 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Data od Sáry: vyčerpávající:                                                                            
[47 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] ═══════════════════════════════════════════════════════════════                                                                            [47 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] ═══════════════════════════════════════════════════════════════                                                                            
[48 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] KONTAKTY PRO KNIHU "O starověkých venkovských komunitách na JZ Rusi"                                                                            [48 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] KONTAKTY PRO KNIHU "O starověkých venkovských komunitách na JZ Rusi"                                                                            
[49 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] ═══════════════════════════════════════════════════════════════                                                                            [49 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] ═══════════════════════════════════════════════════════════════                                                                            
[50 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] #ERROR!                                                                            [50 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] #ERROR!                                                                            
[51 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] === ČESKÁ REPUBLIKA ===                                                                            [51 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] === ČESKÁ REPUBLIKA ===                                                                            
[52 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Email: slu@slu.cas.cz                                                                            [52 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Email: slu@slu.cas.cz                                                                            
[53 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Telefon: +420 224 800 251                                                                            [53 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Telefon: +420 224 800 251                                                                            
[54 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Adresa: Valentinská 91/1, 110 00 Praha 1                                                                            [54 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Adresa: Valentinská 91/1, 110 00 Praha 1                                                                            
[55 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Důvod: Slovanské jazyky a literatury, jediná akademická instituce v ČR věnující se slavistice                                                                            [55 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Důvod: Slovanské jazyky a literatury, jediná akademická instituce v ČR věnující se slavistice                                                                            
[56 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Historický ústav AV ČR (Praha) Email: sekretariat@hiu.cas.cz Telefon: +420 225 443 252 Adresa: Prosecká 809/76, Praha 9 Důvod: České a obecné dějiny, včetně středověku[56 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Historický ústav AV ČR (Praha) Email: sekretariat@hiu.cas.cz Telefon: +420 225 443 252 Adresa: Prosecká 809/76, Praha 9 Důvod: České a obecné dějiny, včetně středověku
[57 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Katedra rusistiky PedF UK (Praha) Email: lenka.rozboudova@pedf.cuni.cz Telefon: 221 900 752 Kontakt: PhDr. Lenka Rozboudová Důvod: Rusistika, ruské dějiny[57 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Katedra rusistiky PedF UK (Praha) Email: lenka.rozboudova@pedf.cuni.cz Telefon: 221 900 752 Kontakt: PhDr. Lenka Rozboudová Důvod: Rusistika, ruské dějiny
[58 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Právnická fakulta UK - Katedra právních dějin (Praha) Email: podatelna@prf.cuni.cz Telefon: +420 221 005 111 Důvod: Právní dějiny, kopné právo[58 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Právnická fakulta UK - Katedra právních dějin (Praha) Email: podatelna@prf.cuni.cz Telefon: +420 221 005 111 Důvod: Právní dějiny, kopné právo
[59 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Česká asociace slavistů (Brno) Email: wusl@phil.muni.cz Telefon: +420 549 493 174 Kontakt: Marie Hofmanová (sekretariát) Adresa: Ústav slavistiky FF MU, Arna Nováka 1/1, 602 00 Brno Důvod: Reprezentuje českou slavistiku[59 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Česká asociace slavistů (Brno) Email: wusl@phil.muni.cz Telefon: +420 549 493 174 Kontakt: Marie Hofmanová (sekretariát) Adresa: Ústav slavistiky FF MU, Arna Nováka 1/1, 602 00 Brno Důvod: Reprezentuje českou slavistiku
[60 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Spolek českých právníků Všehrd (Praha) Email: info@vsehrd.cz Telefon: +420 775 061 808 Adresa: náměstí Curieových 901/7, 110 00 Praha Důvod: Právní dějiny, historické právní systémy[60 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Spolek českých právníků Všehrd (Praha) Email: info@vsehrd.cz Telefon: +420 775 061 808 Adresa: náměstí Curieových 901/7, 110 00 Praha Důvod: Právní dějiny, historické právní systémy
[61 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Společnost pro církevní právo (Praha) Email: spcp@spcp.cz Důvod: Církevní a kanonické právo v historickém kontextu[61 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Společnost pro církevní právo (Praha) Email: spcp@spcp.cz Důvod: Církevní a kanonické právo v historickém kontextu
[62 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Česká asociace rusistů (Praha) Email: klapkajiri@seznam.cz Telefon: 266 791 702/703 Kontakt: Mgr. Jiří Klapka Důvod: Ruské studie a kultura[62 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Česká asociace rusistů (Praha) Email: klapkajiri@seznam.cz Telefon: 266 791 702/703 Kontakt: Mgr. Jiří Klapka Důvod: Ruské studie a kultura
[63 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Ruské středisko vědy a kultury Praha Email: info@rsvk.cz, center@rsvk.cz Telefon: +420 233 376 471/479 Důvod: Česko-ruské kulturní vztahy[63 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Ruské středisko vědy a kultury Praha Email: info@rsvk.cz, center@rsvk.cz Telefon: +420 233 376 471/479 Důvod: Česko-ruské kulturní vztahy
[64 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Masarykova univerzita - Ústav slavistiky (Brno) Web: slavistika.phil.muni.cz/o-nas/kontakt Adresa: Arna Nováka 1/1, 602 00 Brno Důvod: Slovanské jazyky a kultury[64 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Masarykova univerzita - Ústav slavistiky (Brno) Web: slavistika.phil.muni.cz/o-nas/kontakt Adresa: Arna Nováka 1/1, 602 00 Brno Důvod: Slovanské jazyky a kultury
[65 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Masarykova univerzita - Historický ústav (Brno) [Email vyžaduje dohledání] Důvod: Historický výzkum === SLOVENSKO ===[65 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Masarykova univerzita - Historický ústav (Brno) [Email vyžaduje dohledání] Důvod: Historický výzkum === SLOVENSKO ===
[66 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Univerzita Komenského Bratislava Email: infocentrum@uniba.sk Telefon: +421 2 9010 9986 Důvod: Slovenská slavistika a historie[66 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Univerzita Komenského Bratislava Email: infocentrum@uniba.sk Telefon: +421 2 9010 9986 Důvod: Slovenská slavistika a historie
[67 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Historický ústav SAV (Bratislava) Email: histinst@savba.sk Telefon: +421 2/5292 5753 Adresa: Klemensova 19, P.O.BOX 198, 814 99 Bratislava Web: history.sav.sk Důvod: Slovenské a středo evropské dějiny[67 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Historický ústav SAV (Bratislava) Email: histinst@savba.sk Telefon: +421 2/5292 5753 Adresa: Klemensova 19, P.O.BOX 198, 814 99 Bratislava Web: history.sav.sk Důvod: Slovenské a středo evropské dějiny
[68 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Slavistický ústav Jána Stanislava SAV (Bratislava) Telefon: +421 2/592 094 11 Adresa: Dúbravská cesta 9, 841 04 Bratislava Web: slavu.sav.sk Důvod: Slovensko-slovanské vztahy, koordinační centrum slavistiky na Slovensku === OLOMOUC ===[68 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Slavistický ústav Jána Stanislava SAV (Bratislava) Telefon: +421 2/592 094 11 Adresa: Dúbravská cesta 9, 841 04 Bratislava Web: slavu.sav.sk Důvod: Slovensko-slovanské vztahy, koordinační centrum slavistiky na Slovensku === OLOMOUC ===
[69 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Univerzita Palackého (Olomouc) Email: e-podatelna@upol.cz Telefon: +420 585 631 111 Adresa: Křížkovského 511/8, Olomouc Důvod: Historické a slavistické studie === POLSKO ===[69 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Univerzita Palackého (Olomouc) Email: e-podatelna@upol.cz Telefon: +420 585 631 111 Adresa: Křížkovského 511/8, Olomouc Důvod: Historické a slavistické studie === POLSKO ===
[70 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Uniwersytet Jagielloński - Wydział Historyczny (Kraków) Email: historyczny@uj.edu.pl, historia@uj.edu.pl Telefon: +48 12 663 14 36 Adresa: ul. Gołębia 24, Kraków Důvod: Polské středověké dějiny, vztahy s Rusí[70 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Uniwersytet Jagielloński - Wydział Historyczny (Kraków) Email: historyczny@uj.edu.pl, historia@uj.edu.pl Telefon: +48 12 663 14 36 Adresa: ul. Gołębia 24, Kraków Důvod: Polské středověké dějiny, vztahy s Rusí
[71 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Uniwersytet Jagielloński - Wydział Filologiczny (Kraków) Email: filolog@uj.edu.pl Telefon: +48 12 663 11 58 Důvod: Slavistika[71 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Uniwersytet Jagielloński - Wydział Filologiczny (Kraków) Email: filolog@uj.edu.pl Telefon: +48 12 663 11 58 Důvod: Slavistika
[72 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Instytut Slawistyki PAN (Warszawa) Email: sekretariat@ispan.edu.pl Telefon: +48 504071786 Adresa: ul. Jaracza 1, 00-378 Warszawa Důvod: Hlavní polské slavistické pracoviště[72 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Instytut Slawistyki PAN (Warszawa) Email: sekretariat@ispan.edu.pl Telefon: +48 504071786 Adresa: ul. Jaracza 1, 00-378 Warszawa Důvod: Hlavní polské slavistické pracoviště
[73 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Instytut Historii im. Tadeusza Manteuffla PAN (Warszawa) Email: ihpan@ihpan.edu.pl Adresa: Rynek Starego Miasta 31, Warszawa Důvod: Polská historie === UKRAJINA ===[73 SÁRA.AI:ALEŠ 2026.02.26 17:41:39  #4] Instytut Historii im. Tadeusza Manteuffla PAN (Warszawa) Email: ihpan@ihpan.edu.pl Adresa: Rynek Starego Miasta 31, Warszawa Důvod: Polská historie === UKRAJINA ===
